first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Rachel Washington,James Smith,1957-05-23,2250364174894868,5320574985777982,68059.51,2022-03-17 08:14:25,0
Stacy Ortiz,Ian Copeland,2014-11-29,5408104325386834,2715136192656167,72422.60,2022-03-05 01:57:34,0
Regina Holmes,Matthew Knox,1960-10-29,2283514186448365,2370943380517572,49213.11,2022-10-03 05:40:10,0
Jared Arias,April Crawford,1977-01-25,5550049359529906,2559189638140287,29240.52,2022-06-11 16:02:01,0
Eric Wilson,Victoria Thompson,1920-04-09,5290399235100157,2297464980970178,36383.02,2022-03-02 08:46:11,0
Brittney Bradley,Michael Watts,1918-01-27,2235677612214229,5467765856461663,73089.89,2022-03-20 23:09:50,0
Donald Sanchez,Charles Hudson,1955-07-06,2383215475393713,2399540508392503,38704.42,2022-05-27 15:02:14,0
Daniel Brooks,Kevin Cox,2012-01-04,5562029671915799,5513912101239858,38125.91,2022-02-22 04:17:33,0
Amanda Lawrence,Harry Summers,1950-02-24,2414569871864245,2251330528709580,30306.20,2022-03-29 12:56:11,0
Sarah Lee,Melanie Robinson,1988-10-20,2253064970895146,2252202113822541,70085.20,2022-02-25 07:03:58,0
David Mclaughlin,Raymond Garcia,1980-07-08,5472928164170656,2241044104141406,19699.65,2022-04-07 14:24:15,0
Jessica Ramos DVM,Cheyenne Bauer,2009-05-12,5366883888681232,2466224446360199,25839.29,2022-04-08 17:04:47,0
Dustin Pierce,Deanna Davidson,1919-11-12,5194174770534814,2230372251002011,5077.70,2022-02-12 00:46:27,0
Jessica Becker,William Holmes,1924-02-15,2594129137535477,2709949079097414,76300.50,2022-09-01 12:52:01,0
Kimberly Green,Patty Crawford,1912-05-20,2717719260449009,2720443622327713,98978.85,2022-04-06 04:43:22,0
Danielle Foster,Veronica Elliott,1982-11-05,2525229590229735,2294842560021277,64930.37,2022-05-18 10:40:04,0
David Washington,Wendy Gomez,1956-12-03,2415405849485111,2720208953989351,80051.97,2022-10-15 04:41:44,0
Brian Jenkins,Brandon Young,2007-06-01,2230036758842423,5467801852073424,8264.77,2022-07-17 01:02:20,0
Sharon Ramirez,Sierra Compton,1963-04-26,2255574499088377,2720731920154940,38144.46,2022-03-17 04:31:49,0
Stacy Moore,Scott Simmons,1915-07-25,2267405694226270,2403794738562179,69090.48,2022-06-24 01:04:38,0
Kevin Cox,Kenneth Smith,1975-07-24,2224212163300418,2676687759309423,8440.97,2022-06-04 03:31:33,1
Heather Goodman,Sandra Carpenter,1959-05-07,2444635805810572,2720639458721669,32079.39,2022-06-12 04:32:36,0
Sarah King,Eric Chase,1922-06-10,2287764937647163,2247384350418296,73336.76,2022-03-20 08:27:39,0
Zachary Mcgee,Jorge Ryan,1922-12-15,2720546601739847,2276686749423850,97658.72,2022-01-11 09:48:52,0
Dennis Conway,Lawrence Young,1935-10-24,2717673216307318,2609735284397306,38038.20,2022-07-28 15:11:30,0
Jacqueline Torres,Kathleen Brooks,1924-11-10,5554813894215727,2258148865480356,58597.24,2022-09-08 02:26:37,0
Jorge Maxwell,David Mendoza DDS,1998-02-20,2280725821468146,2235547034895295,85150.81,2022-07-29 23:06:15,0
Mary Murphy,Corey Jackson,1946-06-02,2288502353168069,2257957683703588,86772.71,2022-10-24 11:21:47,0
Oscar Morales,Charles Lara,1951-01-14,2253010185418570,2497638599560649,89556.29,2022-06-10 21:04:15,0
Timothy Mcbride,Dwayne Cruz,2022-06-26,2278208852568369,5241741771727838,40690.84,2022-01-17 14:28:01,0
Dean Tyler,Michelle Taylor,2003-12-16,2249479696801821,2523138112132859,56551.95,2022-11-17 17:43:00,0
Rachel Marshall,Nicole Patterson,2004-02-12,5406073389953221,2240598364633510,17532.60,2022-05-01 00:24:11,0
David Harrison,William Diaz,1912-09-14,2285907627476573,2714634565956231,75549.20,2022-09-05 19:18:01,0
Roger Evans,Robert Massey,1928-12-29,2720254435785157,2719440371294329,60717.55,2022-03-31 22:04:52,0
Willie Lopez,Kimberly Kennedy,2000-05-13,2686773474432290,2709822309577481,55502.90,2022-02-09 15:55:58,0
Richard Sanford,Kevin Combs,1974-06-07,2223947750804402,2708121985891576,59218.68,2022-03-25 10:48:43,0
Gail Young,Christine Oneal,1977-01-19,5462841902934576,2249354719144485,14998.61,2022-05-04 07:42:29,0
Amy Richardson,Leslie Nash,1990-05-04,2410585771666963,2269464696540392,23350.85,2022-07-31 17:31:58,0
Anna Moore,Tammy Thompson,1945-10-20,5163672750986174,2259116080778705,29294.83,2022-09-25 02:28:34,0
Michael Harris,Kathleen Cook,1944-06-01,2632147252537585,2630595500108082,98071.10,2022-03-23 11:04:53,0
Dan Castro,Angela Cook,1984-11-02,2704856293138947,2246429335798287,21575.77,2022-11-02 23:11:57,0
Christopher Bradshaw,Christine Hernandez,1917-10-07,5519697561555265,2407342610118326,45361.44,2022-05-03 15:24:03,0
Stacey Johnson,Brandon Dickerson,2018-03-20,2254631913959491,2281458678586757,98869.04,2022-08-08 09:42:18,0
Eric Rodgers,Jon Taylor,1972-10-11,2515512384053383,2232238636886493,68002.09,2022-01-21 13:20:29,0
Megan Goodman,Margaret Newman,2019-09-20,2709592594429181,2280221605210797,96330.91,2022-03-09 03:11:11,0
Elizabeth Nolan,Shelly Oneill,1976-04-13,2271307810394368,5590640365580750,72848.33,2022-07-30 12:40:02,0
Kathryn Jacobs,Erica Johnson,1966-08-28,2384954555778430,2701721731350335,71280.80,2022-09-18 20:34:02,0
Vanessa Jordan,Heather White,1951-01-28,2720800016216457,2687316275760029,17743.46,2022-05-05 14:13:56,0
Steven Zimmerman,Ronald Patton,1943-01-29,5566595199935242,2271124983502028,75373.49,2022-09-23 09:14:18,0
Derek Davis,Jessica Welch,1980-01-22,2718259021491155,2292971991611901,52488.29,2022-03-15 14:46:51,0
Valerie Davis,Jill Wallace,1939-03-13,2286011800425710,2511451297506514,64150.30,2022-05-19 00:15:55,0
Cody Johnson,Jeremy Chambers,1976-02-17,2513854896268444,2235560829471941,76558.58,2022-02-14 04:19:03,0
Jennifer Barrett,Tamara Hunter,2012-05-27,2720444017919262,2282133977067788,30551.79,2022-10-22 14:17:50,0
Gina Williams,William Meyer,1935-06-19,2270009902897198,2249541296793086,84889.37,2022-03-13 11:05:45,0
Preston Garcia,Robert Serrano,2010-09-22,2261515162076290,2448370855471259,67515.49,2022-01-20 09:29:30,0
Jerry Ward,Miranda Sutton,1954-12-12,2705975401902504,2245457602426721,46630.95,2022-02-13 21:58:53,0
Stephanie Payne,Jonathan Harrell MD,1996-03-31,2460562344522642,2228652815898127,37523.46,2022-06-02 09:19:52,0
Jack Mcguire,Brittany Miller,2012-02-10,2235303276854859,5540839817878595,66491.57,2022-08-10 18:55:54,0
Jennifer Weaver,Denise Kline,1975-12-18,2625367141564769,2687374138421081,97163.47,2022-06-06 03:41:21,0
Joseph Williams,Angela Salazar DDS,1916-11-13,2256235466795217,2720865756342961,85392.07,2022-02-21 18:01:00,0
Caitlin Weeks,Erin Robertson,1970-12-17,2242049950262866,2235639841740978,18705.53,2022-04-04 13:22:41,0
Anita Fry,Ricardo Mcgrath,2006-11-15,2297704575389072,5159429067629310,83348.18,2022-07-05 07:02:47,0
Douglas Hamilton,April Aguilar,1968-01-01,2275462147753608,5100380058818703,20760.53,2022-07-11 04:45:51,0
Aaron Green,Miss Laura Arnold,2021-08-09,5108360221815309,5143663462379571,62828.94,2022-06-06 23:07:52,0
Katie Anthony,Linda Dalton,2000-06-23,2286038203945754,5446852216284351,96262.21,2022-02-21 17:59:47,0
Mia Johnston,Katrina Keller,1994-04-10,5338295470629781,2488746232715685,18402.34,2022-05-25 17:51:28,0
Christopher Perez,Jesse Sandoval,2020-04-18,2605262960365774,5207029813509089,43738.83,2022-05-15 19:58:07,0
Danielle Gill,Randall Duarte,2020-08-10,5567597431519130,2720973871645878,71835.20,2022-04-05 15:23:47,0
John Miller,Jacob Gonzalez,1912-09-22,2244607122966348,2246668144830571,73138.07,2022-07-11 17:36:32,0
Todd Stewart,Richard Williamson,1954-05-15,2287999132971626,2274228729114332,37646.87,2022-01-25 13:23:08,0
Julie Bennett,Jackie Watkins,1941-06-04,2262965559005064,2720424377828840,24765.65,2022-06-30 00:01:13,0
Kristen Choi,Donald Frederick,1915-11-15,2225426488496649,5266176494118645,57064.40,2022-07-11 01:35:54,0
Earl Kline,Willie Wright,1965-10-11,5190344484988572,2296790756381476,28451.89,2022-07-22 14:28:47,0
Stephanie Jimenez,Emma Serrano,2010-05-28,2249377821241824,2261457756155380,86758.70,2022-07-19 03:35:56,0
Ryan Hicks,Luke Brooks,1996-06-23,2350076800683700,2242631237527466,36904.40,2022-03-07 10:05:05,0
Misty Kane,Victoria Price,1995-07-11,5324144739143570,2223577459808121,56331.55,2022-03-21 16:09:10,0
Jay Bridges,Jennifer Anderson,1938-05-13,2401196990562198,2280292464446673,72445.14,2022-01-14 18:14:37,0
Corey Torres,Stephanie Mitchell,2011-04-20,2627921195712712,5452294732552766,42566.84,2022-08-01 06:49:05,0
Megan Ryan,Jasmine Wilkins,2015-04-26,2253993792380723,2678756289961272,57026.91,2022-03-21 00:29:52,0
Melody Harris,Derek Scott,1907-06-22,2433035593759433,2260511323824000,44010.68,2022-05-08 14:52:18,0
Kim Butler,Morgan Ferguson,1933-02-03,2304725650950026,2229734367833949,64460.46,2022-05-06 05:49:11,0
Gerald Lee,Amy Buck,1949-04-15,2246565327584720,2275299447660616,13933.21,2022-01-07 22:54:19,0
Thomas Duran,Jade Allen,1955-03-24,2297326949998295,5546490324147985,69716.78,2022-04-14 02:17:15,0
Michael Heath,Johnny Henderson,1930-08-11,5489110291591606,2282647432268236,1992.35,2022-01-25 12:20:18,0
Jeffrey Nicholson,Robert Hicks,2004-09-12,2249501617976679,5558975026135457,37125.41,2022-11-14 02:19:37,0
Derek White,Angela Washington,2007-05-30,2720978134480021,2245969837280905,8723.88,2022-01-13 10:27:45,0
Janice Rangel,Kimberly Moore,1926-11-01,2249157266727135,2285355085158822,94860.54,2022-06-01 08:58:25,0
Tony Fisher,Daniel Wade,1971-04-23,2278136596519325,2329118021723424,53853.65,2022-08-21 17:56:48,0
Heidi Fernandez,Michael Sutton,1914-09-17,2720947397911360,2720805089692286,68335.83,2022-06-05 16:18:20,0
Jill Hamilton,Douglas Jackson,1970-08-30,2705033386486455,2614842521238963,55796.65,2022-09-09 16:38:58,0
John Stewart,Cody Smith,1938-08-22,5304892972208054,2708192633959982,5898.42,2022-04-30 15:56:05,0
Kenneth Clark,Lee Lee,1968-05-04,5148729787611496,2711068577316584,11536.58,2022-10-22 15:29:27,0
Erin Boyle,Mark Leblanc,1980-09-18,2609559880227802,2294917316379698,15475.27,2022-06-13 08:42:29,0
John Williams,Beth Moyer,1944-07-24,2229014803871146,5504894762663850,74613.69,2022-04-11 22:52:21,0
John Kelly,Cory Weber,1978-12-18,2295144941177616,2269399962969901,72465.43,2022-05-06 04:17:02,0
Sarah Hess,Xavier Pierce,1958-09-10,2712692134294353,2288551203845582,17680.31,2022-09-13 09:41:31,0
Vanessa Miller,John Cook,1994-12-12,5545054031507591,2247530042908181,27559.58,2022-06-21 18:57:52,0
Lauren Morgan,Brenda Peters,1920-10-22,2605980521025377,5325400183233690,2965.13,2022-09-19 23:39:51,0
Theresa Scott,Robert Torres,1943-04-18,2720702474929714,5504690677722512,30651.64,2022-01-31 17:06:48,0
Nicolas Spence,Kristin May,1954-03-06,2261099339119275,2469530377181728,42955.37,2022-10-06 07:36:57,0
Craig Turner,Rebecca Rowland,1957-05-04,5410820193629908,2235205112774235,4361.07,2022-02-14 00:06:17,0
Jason Hanna,Mariah Wilson,2016-10-10,2515317601429659,2593084304333860,89643.87,2022-08-01 18:15:37,0
James Martin,Erin Smith,1969-01-04,2706657994844371,5289160531915885,9154.04,2022-11-03 22:17:20,0
Drew Dillon,Carolyn Eaton,1915-09-06,2624404947593006,5351849629560594,96447.55,2022-04-07 18:24:33,0
Rose Edwards,Vincent Colon,1914-07-03,5487681289241513,2586546836406439,30971.94,2022-01-21 14:08:32,0
Cole Diaz,Louis Martinez,1922-05-23,5454866261403822,2280400965015497,78880.87,2022-02-18 20:12:11,0
Carl Benton,Christina Howard,1948-08-05,2244424129806141,2282642627575396,17499.55,2022-07-03 05:30:56,0
Jessica Molina,Keith Welch,1976-06-01,5585374935549833,2232356714359843,89456.65,2022-02-18 01:32:47,0
Christopher Reid,Kathryn Wolf,1912-04-21,2262671537645845,5342256990653887,16783.38,2022-04-17 13:22:44,0
Kathryn Taylor,Cheryl Mckee,2020-08-11,5272143414111755,2709477917627465,91943.75,2022-03-27 14:25:52,0
Richard Martinez,Joshua Zuniga,1967-06-22,5224849620432376,5158874503890722,35636.77,2022-11-08 06:44:58,0
Ryan Shaw,Mark Murphy,1939-09-25,2704840125458426,2534983679988129,94428.81,2022-11-20 04:56:13,0
Whitney Harmon,Jeanne Lowe,1962-12-07,2293398781632385,2235320784515632,18317.92,2022-02-28 09:03:59,0
Stephen Gilbert,Caitlin Li,1959-05-14,5599345443505479,2292109367306901,74372.09,2022-07-12 12:58:03,0
Steven Holt,Sean Jones,1950-12-13,2235810397687000,2271286413906416,99896.64,2022-04-30 04:11:00,0
Nancy Rivera,David Johnson,2018-03-13,2704727419588481,2286439882616577,62186.10,2022-03-30 07:48:32,1
Paul Riggs,Nicole Mayo,2005-12-03,5201078804989038,2710175093583711,27978.42,2022-10-15 09:34:43,0
Richard Jones,Dennis Brown,1970-07-01,2226407541203353,2289692927071235,18305.55,2022-03-31 19:21:12,0
Joshua Ellis,Kelly Velazquez,1915-04-21,2225946627575433,2266248237800503,1214.55,2022-07-26 06:43:01,0
Miguel Porter,Ronald Duarte,1981-03-28,5547910072223281,2261673892489786,1672.86,2022-10-24 18:03:05,0
Clayton Mills,Beth Alexander,1918-03-07,2251971905114876,5163267497448651,68973.85,2022-02-26 09:28:10,0
Rebecca Walker,Michelle Fisher,1910-01-27,5504505506824984,2287032023888202,34636.63,2022-05-23 05:14:51,0
Melanie Barnes,Cristian Garcia,1929-03-10,5245965689343471,2270031615781022,94780.59,2022-09-19 21:05:26,0
Mark Scott,Todd Contreras,1920-04-28,2262055990110408,2241413846040830,64006.46,2022-01-28 14:08:25,0
Stephanie Phillips,Daniel Castaneda,2002-10-29,2650979822130161,2330002827031793,76015.90,2022-10-15 21:33:20,0
Pamela Evans,David Michael,1913-07-27,5323497113263849,2423694907002724,25885.50,2022-06-18 21:39:13,0
Darryl Mitchell,Jennifer Schroeder,2010-04-13,2701435886092382,5159692501018826,95587.15,2022-09-15 00:34:44,0
Robert Lynn,Albert Rivera,1981-09-05,5533302215814216,2267783304768059,25573.91,2022-11-15 14:38:33,0
Jason Perez,Anthony Rich,1937-02-07,2254889908683985,5248110382818902,29138.14,2022-10-15 21:47:44,0
Karen Hogan,Melissa Snyder,1927-01-22,2279782024226972,5368778401130881,97879.00,2022-05-17 15:31:45,0
Jeff Cochran,Paula Riley,1978-09-29,2459147271084387,2255379189592088,90895.02,2022-11-12 02:35:14,0
Susan Moore,John Neal,1948-05-04,2720897689832115,2262679680733060,93898.79,2022-01-17 07:07:22,0
Melvin Tate,Amanda Gibson,1953-08-03,2267650849729682,2713374215283709,38808.93,2022-06-12 07:59:41,0
Melissa Page,Jesse Burton,1928-06-10,5327597320548282,2279283411046677,50790.47,2022-10-23 05:00:39,0
Melissa Miles,Peter Cunningham,1958-09-09,2702972285558158,5303311942675731,15713.53,2022-04-25 00:50:29,0
Christina Wright,Maria Fritz,2014-06-07,2254261252739583,2291807050812025,99682.75,2022-01-23 17:28:20,0
Karen Davila,Pamela Campbell,1985-08-21,2720257828539073,2290457193681415,44548.41,2022-03-06 00:07:47,0
Heather Thompson,Jamie Lee,1946-10-22,2255403707069047,2268545123152263,17331.35,2022-06-06 16:09:37,0
Lisa Gray,Jessica Harrison,2018-11-22,2703347327297280,2259348484936882,66441.70,2022-07-03 18:34:47,0
Gary Nichols,Autumn Potter,1954-04-21,2701393685325042,2284358196942994,98940.69,2022-05-18 03:15:03,0
Justin Johnson,Cathy Perez,1986-07-27,2278098011358194,2719192889183326,29821.53,2022-04-30 11:08:02,0
Chase Dyer,Pamela Simpson,1916-10-06,2294587967221893,2284712256195242,7637.10,2022-02-07 14:01:21,0
Terry Gilmore,David Mitchell,1923-03-29,2709888244510143,2701302952515532,44140.41,2022-09-19 04:50:44,0
Steven Moran,Andrew Conway,2016-12-27,2599019129653138,2253793641849104,26976.75,2022-05-05 23:13:05,0
Corey Davis,Jackson Woods,1993-09-20,2223045748319052,2531829778252615,10454.23,2022-09-24 10:15:29,0
James Taylor,Catherine Hill,1995-07-16,2223243276811638,5257614158030574,76348.07,2022-08-19 01:54:37,0
Eric Porter,Tiffany Contreras,1999-10-06,5396259581267088,2717194661317173,8440.23,2022-08-26 00:44:05,0
Samuel Mueller,James Cooley,1975-08-07,2247720128814441,2569522297723886,6476.06,2022-03-10 00:24:28,0
Lindsey Thomas,Jennifer Davies,1907-07-31,2266751306187827,5276579642317035,61596.28,2022-08-07 21:02:58,0
Sandra Hall,Richard Hurley,1965-09-12,2622804016816042,2256515374601981,36591.82,2022-09-10 15:48:38,0
Manuel Jordan,Brenda Nichols,1921-10-15,2598041088389372,2270486786487017,60709.15,2022-04-05 22:22:41,0
Suzanne Rojas,Jenna Dunlap,1924-08-27,2720013180445023,5592525971122030,90352.43,2022-11-08 01:46:34,0
Daniel Thompson,Kevin Hamilton,2002-04-15,2503262860656598,2265571265713772,40482.16,2022-10-29 11:35:16,0
Brandon Miller,Devon Mclaughlin,2019-08-03,2707059386486417,2717297218788331,60756.81,2022-01-21 14:56:51,0
Breanna Meyers,Karen Schwartz,1964-05-09,5251877350963746,2234375646785071,56100.00,2022-01-22 14:04:56,0
Dale Price,Anthony Garcia,1947-08-15,5237193512334506,2236795027053088,82052.75,2022-07-05 04:55:23,0
Janet Benitez,Joseph Davis,1939-05-09,5511267775376771,2277611231553989,17896.06,2022-07-24 01:23:19,0
Craig Farley,Elizabeth Soto,1991-05-05,2375562012070332,2236505362321291,98333.38,2022-06-25 18:44:47,0
Gerald James,John Wu,1926-06-27,5434625099695818,2223563068200439,49707.26,2022-04-22 15:07:21,0
Alyssa Chaney,James Johnson,1998-09-10,2238433067486509,2501640670982456,84993.30,2022-08-22 12:30:32,0
Cynthia Lynch,Tracy Jones,1947-06-13,2232117384293096,2265393807171884,92066.68,2022-08-22 19:50:59,0
Gregory Jordan,Mary Shields,2018-07-11,2261289622451838,5592549960031234,70820.32,2022-10-22 05:02:26,0
Mitchell Wagner,Shane Griffith,1985-02-16,2371172878996036,2233384525852102,25619.98,2022-03-24 14:16:19,0
Robert Sloan,Michelle Ward,1970-09-13,2652774609446122,2273350007587400,7110.77,2022-04-03 12:11:34,0
Andrea Delgado,Kevin Carter,2012-06-10,5331021790577501,2717990155386149,73779.07,2022-05-02 07:46:08,0
John Stone,Jamie Ware,1908-02-17,2673799756916879,2271472568857832,28247.14,2022-06-11 22:02:51,0
Kevin James,Teresa Hood,2016-12-16,5325186865283919,2250249604825063,99831.79,2022-03-08 08:02:07,0
Gregory Collier,Roger Butler,1987-02-09,5492976141707740,2306101602617105,5987.65,2022-10-09 05:19:26,0
Matthew Johnson,Anna Morales,1945-07-24,5403639626859216,2262641493502975,25036.02,2022-01-26 09:31:07,0
Frank Brewer,Dan Green,1948-03-21,5525642124154919,2584244922235829,51575.90,2022-10-30 19:03:15,0
Nancy Tate,Shannon Graham,1916-11-07,2268956097932350,2247712765566053,30528.98,2022-02-16 16:21:58,0
Nicholas Sharp,Kimberly Ellis,1931-01-09,2703567497487813,2694042340478758,82161.15,2022-03-12 08:44:19,0
Julia Mcbride,Mrs. Casey Buckley DDS,2011-05-29,2720283673795974,5287148715718037,22258.69,2022-03-16 21:06:04,0
Christopher Castro,David Beasley,1996-09-17,2279171891032046,2242856295807670,828.06,2022-01-31 06:25:37,0
Emily Johnson,Thomas Jackson,1931-04-22,2240554476122272,2295506192540868,4147.73,2022-09-19 01:07:15,0
Zachary Waters DDS,Rachel Watkins,1910-03-18,2390374215178453,2484417980694902,91742.79,2022-10-03 01:32:20,0
Mr. Charles Kennedy,Charles Adams,1957-11-21,2287662444051897,2247021369350652,69711.86,2022-03-26 02:30:10,0
Amber Todd,Jeremy Ruiz,1937-05-03,5594960888643075,5374785818624267,2878.06,2022-11-03 04:45:37,0
Jamie Krueger,Andrew Morris,1915-04-14,2296684399575430,2280523613644903,69398.13,2022-07-20 04:28:38,0
Matthew Flores,Steven Taylor,2009-04-19,5481918231204793,5219847537998080,42556.52,2022-01-25 20:05:53,0
Thomas Gibson,Tammie Kennedy,1929-12-10,2275361077023968,2232341276387143,59120.09,2022-02-14 09:56:35,0
Christina Strong,Sharon Zimmerman,1951-05-21,5477890881264995,2227922749034268,49827.90,2022-05-18 00:27:57,0
Kimberly Solomon,Jeffrey Miranda,1938-12-10,2276201895469150,5183756107606712,20956.48,2022-01-28 23:56:42,0
Dawn Davis,Michael Gregory,1988-09-27,2245288601202205,2513102206736597,45358.36,2022-03-28 15:49:40,0
Ronald Waters,Ryan Steele,1931-12-22,2496501106346897,5554426224393922,73286.25,2022-03-01 18:04:59,0
Isabel Shah,Dawn Cherry,2006-09-03,2283760547418130,2223356466988337,43696.25,2022-08-28 09:55:54,0
Brenda White,Christine Friedman,1967-10-17,2262918158637258,5316623070023798,48850.90,2022-02-16 15:37:30,0
Cody Lopez,Casey Cohen,1953-06-10,2279431611254217,5554605054597658,67013.04,2022-07-16 20:07:42,0
Linda Ryan,Ryan Moreno,2020-11-21,2265401208444808,5501320158578877,11095.19,2022-09-23 18:06:16,0
William Elliott,Connie Young,1966-02-09,2612673561767617,2248609667043331,29721.36,2022-08-23 22:36:18,0
Teresa Henry,Noah Chen,1954-10-23,2226019301196790,5363323026631560,62900.87,2022-01-05 02:38:41,0
